property_title,property_location,property_price,property_features,property_link
1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT BADORE AJAH LAGOS,Badore Ajah Lagos,"₦ 250,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-shared-apartment-flat-apartment-for-rent-badore-ajah-lagos-3DCAD
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT ORCHID LEKKI PHASE 2 LEKKI LAGOS,Orchid Lekki Phase 2 Lekki Lagos,"₦ 3,000,000",4 bed 6 bath 6 toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-orchid-lekki-phase-2-lekki-lagos-0DNEQ
3 BEDROOM FLAT / APARTMENT FOR RENT GOOD NEWS ESTATE SANGOTEDO AJAH LAGOS,Good News Estate Sangotedo Ajah Lagos,"₦ 1,300,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-good-news-estate-sangotedo-ajah-lagos-6DBXL
3 BEDROOM FLAT / APARTMENT FOR RENT APAPA G.R.A APAPA LAGOS,Apapa G.R.A Apapa Lagos,"₦ 2,300,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-apapa-gra-apapa-lagos-1DMPG
3 BEDROOM FLAT / APARTMENT FOR RENT ILUPEJU COKER ROAD ILUPEJU LAGOS,Ilupeju Coker Road Ilupeju Lagos,"₦ 3,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ilupeju-coker-road-ilupeju-lagos-2DHAG
"BLOCKS OF FLATS HOUSE FOR RENT OLATUNJI OLADIPO STREET, OFF CMD ROAD, SHANGISHA, IKOSI, KETU CMD ROAD KOSOFE/IKOSI LAGOS","Olatunji Oladipo Street, Off Cmd Road, Shangisha, Ikosi, Ketu Cmd Road Kosofe Ikosi Lagos","₦ 1,200,000",bed bath toilet,https://www.propertypro.ng/property/blocks-of-flats-house-for-rent-olatunji-oladipo-street-off-cmd-road-shangisha-ikosi-ketu-cmd-road-kosofe-ikosi-lagos-7DJMX
3 BEDROOM FLAT / APARTMENT FOR RENT MILLENUIM/UPS GBAGADA LAGOS,Millenuim Ups Gbagada Lagos,"₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-millenuim-ups-gbagada-lagos-3DABL
1 BEDROOM MINI FLAT BLOCKS OF FLATS HOUSE FOR RENT ISHOLA OKOSULE INSIDE ABORU IYANA IPAJA LAGOS PIPELINE ALIMOSHO LAGOS,Ishola Okosule Inside Aboru Iyana Ipaja Lagos Pipeline Alimosho Lagos,"₦ 36,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-blocks-of-flats-house-for-rent-ishola-okosule-inside-aboru-iyana-ipaja-lagos-pipeline-alimosho-lagos-2DEBK
4 BEDROOM HOUSE FOR RENT BANANA ISLAND IKOYI LAGOS,Banana Island Ikoyi Lagos,"₦ 16,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-7DMBA
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT OKE-IRA OGBA LAGOS,Oke Ira Ogba Lagos,"₦ 700,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-oke-ira-ogba-lagos-8DLCR
"1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT OFF LAWANSON ROAD, BY ZENITH BANK LAWANSON SURULERE LAGOS","Off Lawanson Road, By Zenith Bank Lawanson Surulere Lagos","₦ 500,000",1 bed 2 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-off-lawanson-road-by-zenith-bank-lawanson-surulere-lagos-6CYHG
3 BEDROOM FLAT / APARTMENT FOR RENT GATED ESTATE ALONG AGUNGI AJIRAN ROAD LEKKI AGUNGI LEKKI LAGOS,Gated Estate Along Agungi Ajiran Road Lekki Agungi Lekki Lagos,"₦ 1,700,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-gated-estate-along-agungi-ajiran-road-lekki-agungi-lekki-lagos-7DKMP
3 BEDROOM FLAT / APARTMENT FOR RENT AILEGUN ROAD OKE-AFA ISOLO LAGOS,Ailegun Road Oke Afa Isolo Lagos,"₦ 400,000",3 bed 2 bath 2 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ailegun-road-oke-afa-isolo-lagos-0DMNS
4 BEDROOM FLAT / APARTMENT FOR RENT ISOLO LAGOS,Isolo Lagos,"₦ 2,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-isolo-lagos-9DKFD
3 BEDROOM FLAT / APARTMENT FOR RENT BANANA ISLAND IKOYI LAGOS,Banana Island Ikoyi Lagos,"₦ 8,000,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-banana-island-ikoyi-lagos-5DHVK
3 BEDROOM FLAT / APARTMENT FOR RENT IKEJA LAGOS,Ikeja Lagos,"₦ 2,200,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikeja-lagos-4DJVD
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT - BADORE AJAH LAGOS,- Badore Ajah Lagos,"₦ 500,000",1 bed 2 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-badore-ajah-lagos-9CVPA
4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT METRO HOME ESTATE ABRAHAM ADESANYA ESTATE AJAH LAGOS,Metro Home Estate Abraham Adesanya Estate Ajah Lagos,"₦ 2,200,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-semi-detached-duplex-house-for-rent-metro-home-estate-abraham-adesanya-estate-ajah-lagos-6CWSK
SELF CONTAIN FLAT / APARTMENT FOR RENT MOORE ROAD YABA LAGOS,Moore Road Yaba Lagos,"₦ 630,000",bed bath 1 toilet,https://www.propertypro.ng/property/self-contain-flat-apartment-for-rent-moore-road-yaba-lagos-8CVLG
DETACHED BUNGALOW HOUSE FOR RENT BARUWA IPAJA ROAD BARUWA IPAJA LAGOS,Baruwa Ipaja Road Baruwa Ipaja Lagos,"₦ 13,000,000",bed bath toilet,https://www.propertypro.ng/property/detached-bungalow-house-for-rent-baruwa-ipaja-road-baruwa-ipaja-lagos-3DFGT
6 BEDROOM DETACHED BUNGALOW HOUSE FOR RENT AKOKA YABA LAGOS,Akoka Yaba Lagos,"₦ 2,000,000",6 bed 5 bath 5 toilet,https://www.propertypro.ng/property/6-bedroom-detached-bungalow-house-for-rent-akoka-yaba-lagos-8DKWZ
"HOUSE FOR RENT OGUNFAYO ESTATE, AWOYAYA. AJAH.. AWOYAYA AJAH LAGOS","Ogunfayo Estate, Awoyaya. Ajah.. Awoyaya Ajah Lagos","₦ 1,700,000",bed bath toilet,https://www.propertypro.ng/property/house-for-rent-ogunfayo-estate-awoyaya-ajah-awoyaya-ajah-lagos-6DHWZ
3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 60,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-shared-apartment-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-8DMDU
3 BEDROOM SEMI DETACHED BUNGALOW HOUSE FOR RENT OPEBI OPEBI IKEJA LAGOS,Opebi Opebi Ikeja Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-semi-detached-bungalow-house-for-rent-opebi-opebi-ikeja-lagos-6CNCS
3 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR RENT IKOLA IPAJA ROAD IPAJA LAGOS,Ikola Ipaja Road Ipaja Lagos,"₦ 650,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-self-contain-flat-apartment-for-rent-ikola-ipaja-road-ipaja-lagos-5DLAP
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 6,000,000",4 bed 6 bath 7 toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-lekki-phase-1-lekki-lagos-0CTHF
5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT BANANA ISLAND BANANA ISLAND IKOYI LAGOS,Banana Island Banana Island Ikoyi Lagos,"₦ 25,000,000",5 bed 6 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-semi-detached-duplex-house-for-rent-banana-island-banana-island-ikoyi-lagos-7CRRP
3 BEDROOM FLAT / APARTMENT FOR RENT ISOLO LAGOS,Isolo Lagos,"₦ 800,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-isolo-lagos-0DKFF
1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT - BADORE AJAH LAGOS,- Badore Ajah Lagos,"₦ 300,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-shared-apartment-flat-apartment-for-rent-badore-ajah-lagos-3DDAW
"WAREHOUSE COMMERCIAL PROPERTY FOR RENT AMUWO ODOFIN INDUSTRIAL SCHEME,AMUWO,OFF OSHODI APAPA EXPRESS WAY,LAGO AMUWO ODOFIN LAGOS","Amuwo Odofin Industrial Scheme,Amuwo,Off Oshodi Apapa Express Way,Lago Amuwo Odofin Lagos","₦ 10,000,000",bed bath toilet,https://www.propertypro.ng/property/warehouse-commercial-property-for-rent-amuwo-odofin-industrial-schemeamuwooff-oshodi-apapa-express-waylago-amuwo-odofin-lagos-4DFMM
3 BEDROOM FLAT / APARTMENT FOR RENT ZANZI ESTATE YABA LAGOS,Zanzi Estate Yaba Lagos,"₦ 1,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-zanzi-estate-yaba-lagos-8CVTS
3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR RENT LAGOON OGUDU-ORIKE OGUDU LAGOS,Lagoon Ogudu Orike Ogudu Lagos,"₦ 1,200,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-shared-apartment-flat-apartment-for-rent-lagoon-ogudu-orike-ogudu-lagos-6DFNF
COMMERCIAL LAND LAND FOR RENT LASU ISHERI EXP WAY ISHERI EGBE/IDIMU LAGOS,Lasu Isheri Exp Way Isheri Egbe Idimu Lagos,"₦ 2,000,000",bed bath toilet,https://www.propertypro.ng/property/commercial-land-land-for-rent-lasu-isheri-exp-way-isheri-egbe-idimu-lagos-0DGEV
1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT - BADORE AJAH LAGOS,- Badore Ajah Lagos,"₦ 250,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-shared-apartment-flat-apartment-for-rent-badore-ajah-lagos-0CXRD
5 BEDROOM HOUSE FOR RENT BANANA ISLAND IKOYI LAGOS,Banana Island Ikoyi Lagos,"$ 100,000",5 bed 6 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-house-for-rent-banana-island-ikoyi-lagos-6CXEG
BLOCKS OF FLATS HOUSE FOR RENT DESTINY HOME ESTATE ABIJO AJAH ABIJO AJAH LAGOS,Destiny Home Estate Abijo Ajah Abijo Ajah Lagos,"₦ 600,000",bed bath toilet,https://www.propertypro.ng/property/blocks-of-flats-house-for-rent-destiny-home-estate-abijo-ajah-abijo-ajah-lagos-2DLWL
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT OFF PAKO BUS STOP OGUDU GRA OGUDU LAGOS,Off Pako Bus Stop Ogudu Gra Ogudu Lagos,"₦ 1,000,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-off-pako-bus-stop-ogudu-gra-ogudu-lagos-1DMBM
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT BERGER OJODU LAGOS,Berger Ojodu Lagos,"₦ 350,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-berger-ojodu-lagos-8DKJB
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT SABO SABO YABA LAGOS,Sabo Sabo Yaba Lagos,"₦ 4,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-sabo-sabo-yaba-lagos-9DCNK
4 BEDROOM HOUSE FOR RENT ODUDUWA CRESENT IKEJA GRA IKEJA LAGOS,Oduduwa Cresent Ikeja Gra Ikeja Lagos,"₦ 8,000,000",4 bed 4 bath toilet,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oduduwa-cresent-ikeja-gra-ikeja-lagos-6DMLP
"3 BEDROOM FLAT / APARTMENT FOR RENT OFF BODETHOMAS ROAD, SURULERE LAGOS BODE THOMAS SURULERE LAGOS","Off Bodethomas Road, Surulere Lagos Bode Thomas Surulere Lagos","₦ 2,200",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-bodethomas-road-surulere-lagos-bode-thomas-surulere-lagos-2DMQQ
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT VERY DECENT AND BEAUTIFUL MINI FLAT AT OBAWOLE IFAKO IJAIYE IFAKO-OGBA OGBA LAGOS,Very Decent And Beautiful Mini Flat At Obawole Ifako Ijaiye Ifako Ogba Ogba Lagos,"₦ 250,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-very-decent-and-beautiful-mini-flat-at-obawole-ifako-ijaiye-ifako-ogba-ogba-lagos-4DMSQ
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT OBANIKORO OBANIKORO SHOMOLU LAGOS,Obanikoro Obanikoro Shomolu Lagos,"₦ 600,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-obanikoro-obanikoro-shomolu-lagos-5DKXV
2 BEDROOM FLAT / APARTMENT FOR RENT IKATE LEKKI LAGOS,Ikate Lekki Lagos,"₦ 2,300,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-7DHPS
TERRACED DUPLEX HOUSE FOR RENT MENDE MARYLAND LAGOS,Mende Maryland Lagos,"₦ 2,500,000",bed bath toilet,https://www.propertypro.ng/property/terraced-duplex-house-for-rent-mende-maryland-lagos-5DKKG
TERRACED DUPLEX HOUSE FOR RENT MENDE MARYLAND LAGOS,Mende Maryland Lagos,"₦ 2,500,000",bed bath toilet,https://www.propertypro.ng/property/terraced-duplex-house-for-rent-mende-maryland-lagos-5DKKG
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT MARYLAND IKEJA LAGOS,Maryland Ikeja Lagos,"₦ 2,500,000",4 bed 3 bath 3 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-maryland-ikeja-lagos-8DHGW
3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT - MARYLAND IKEJA LAGOS,- Maryland Ikeja Lagos,"₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-terraced-duplex-house-for-rent-maryland-ikeja-lagos-9CUJQ
3 BEDROOM FLAT / APARTMENT FOR RENT ATUNRASE MEDINA GBAGADA LAGOS,Atunrase Medina Gbagada Lagos,"₦ 1,200,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-atunrase-medina-gbagada-lagos-5DHXN
"SHOP COMMERCIAL PROPERTY FOR RENT OLOWU,OFF AWOLOWO WAY OBAFEMI AWOLOWO WAY IKEJA LAGOS","Olowu,Off Awolowo Way Obafemi Awolowo Way Ikeja Lagos","₦ 500,000",bed bath toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-olowuoff-awolowo-way-obafemi-awolowo-way-ikeja-lagos-7CYDL
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT OFF ILAJE ROAD BARIGA BARIGA SHOMOLU LAGOS,Off Ilaje Road Bariga Bariga Shomolu Lagos,"₦ 700,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-off-ilaje-road-bariga-bariga-shomolu-lagos-3DMYK
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT BADORE AJAH LAGOS,Badore Ajah Lagos,"₦ 500,000",1 bed 2 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-badore-ajah-lagos-0CWVY
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT GREENFIELD ESTATE AGO PALACE OKOTA LAGOS,Greenfield Estate Ago Palace Okota Lagos,"₦ 550,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-greenfield-estate-ago-palace-okota-lagos-6DLPC
3 BEDROOM FLAT / APARTMENT FOR RENT GATED ESTATE OPPOSITE VICTORY PARK ESTATE OSAPA LONDON LEKKI OSAPA LONDON LEKKI LAGOS,Gated Estate Opposite Victory Park Estate Osapa London Lekki Osapa London Lekki Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-gated-estate-opposite-victory-park-estate-osapa-london-lekki-osapa-london-lekki-lagos-4DGCA
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT MAGODO GRA PHASE 1 OJODU LAGOS,Magodo Gra Phase 1 Ojodu Lagos,"₦ 1,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-magodo-gra-phase-1-ojodu-lagos-3DLCR
HOUSE FOR RENT GRA IKEJA LAGOS.. IKEJA GRA IKEJA LAGOS,Gra Ikeja Lagos.. Ikeja Gra Ikeja Lagos,"₦ 3,000,000",bed bath toilet,https://www.propertypro.ng/property/house-for-rent-gra-ikeja-lagos-ikeja-gra-ikeja-lagos-6DLSL
HOUSE FOR RENT ILUPEJU LAGOS,Ilupeju Lagos,"₦ 9,000,000",bed bath toilet,https://www.propertypro.ng/property/house-for-rent-ilupeju-lagos-5DKPE
3 BEDROOM FLAT / APARTMENT FOR RENT ADENIYI JONES IKEJA LAGOS,Adeniyi Jones Ikeja Lagos,"₦ 2,500,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-adeniyi-jones-ikeja-lagos-8DMHJ
"SEMI DETACHED DUPLEX HOUSE FOR RENT OSBORNE, IKOYI IKOYI LAGOS","Osborne, Ikoyi Ikoyi Lagos","₦ 12,500,000",bed bath toilet,https://www.propertypro.ng/property/semi-detached-duplex-house-for-rent-osborne-ikoyi-ikoyi-lagos-4DDNQ
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT MAGODO GRA PHASE 1 OJODU LAGOS,Magodo Gra Phase 1 Ojodu Lagos,"₦ 500,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-magodo-gra-phase-1-ojodu-lagos-8DKEQ
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT FOLAGORO FOLA AGORO YABA LAGOS,Folagoro Fola Agoro Yaba Lagos,"₦ 350,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-folagoro-fola-agoro-yaba-lagos-9CUFS
MINI FLAT FLAT / APARTMENT FOR RENT CASSA MASA COURT. KAZEEM ABOGUN STREET OFF ALPHA BEACH ROAD.LEKKI LEKKI LAGOS,Cassa Masa Court. Kazeem Abogun Street Off Alpha Beach Road.Lekki Lekki Lagos,"₦ 900,000",bed bath toilet,https://www.propertypro.ng/property/mini-flat-flat-apartment-for-rent-cassa-masa-court-kazeem-abogun-street-off-alpha-beach-roadlekki-lekki-lagos-5DMYB
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT AGUNGI AGUNGI LEKKI LAGOS,Agungi Agungi Lekki Lagos,"₦ 1,200,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-agungi-agungi-lekki-lagos-3DFRT
5 BEDROOM HOUSE FOR RENT CHEVRON LEKKI LAGOS,Chevron Lekki Lagos,"₦ 5,000,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-lekki-lagos-7DNCW
3 BEDROOM FLAT / APARTMENT FOR RENT HARMONY ESTATE ADDO LANGBASA RD AJAH ADO AJAH LAGOS,Harmony Estate Addo Langbasa Rd Ajah Ado Ajah Lagos,"₦ 1,100,000",3 bed 2 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-harmony-estate-addo-langbasa-rd-ajah-ado-ajah-lagos-8DJUC
BLOCKS OF FLATS HOUSE FOR RENT AWOYAYA AJAH AWOYAYA AJAH LAGOS,Awoyaya Ajah Awoyaya Ajah Lagos,"₦ 1,000,000",bed bath toilet,https://www.propertypro.ng/property/blocks-of-flats-house-for-rent-awoyaya-ajah-awoyaya-ajah-lagos-1DHWZ
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT IKOTA LEKKI LAGOS,Ikota Lekki Lagos,"₦ 3,500,000",4 bed 5 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-ikota-lekki-lagos-7DGGT
"DETACHED DUPLEX HOUSE FOR RENT PEARL NUGA PARK ESTATE, SANGOTEDO. AJAH SANGOTEDO AJAH LAGOS","Pearl Nuga Park Estate, Sangotedo. Ajah Sangotedo Ajah Lagos","₦ 1,700,000",bed bath toilet,https://www.propertypro.ng/property/detached-duplex-house-for-rent-pearl-nuga-park-estate-sangotedo-ajah-sangotedo-ajah-lagos-0DMKT
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT ONIKE ONIKE YABA LAGOS,Onike Onike Yaba Lagos,"₦ 600,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-onike-onike-yaba-lagos-4DMMU
BLOCKS OF FLATS HOUSE FOR RENT LEKKI PHASE 1. LEKKI LAGOS,Lekki Phase 1. Lekki Lagos,"₦ 3,500,000",bed bath toilet,https://www.propertypro.ng/property/blocks-of-flats-house-for-rent-lekki-phase-1-lekki-lagos-4DDFV
"3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT GLORY ESTATE, IFAKO IFAKO-GBAGADA GBAGADA LAGOS","Glory Estate, Ifako Ifako Gbagada Gbagada Lagos","₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-terraced-duplex-house-for-rent-glory-estate-ifako-ifako-gbagada-gbagada-lagos-0DFLX
3 BEDROOM STUDIO APARTMENT FLAT / APARTMENT FOR RENT BANANA ISLAND BANANA ISLAND IKOYI LAGOS,Banana Island Banana Island Ikoyi Lagos,"₦ 6,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-studio-apartment-flat-apartment-for-rent-banana-island-banana-island-ikoyi-lagos-8CKGC
3 BEDROOM FLAT / APARTMENT FOR RENT HAPPYLAND ESTATE CANAAN ESTATE AJAH LAGOS,Happyland Estate Canaan Estate Ajah Lagos,"₦ 1,200,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-happyland-estate-canaan-estate-ajah-lagos-9DAFW
3 BEDROOM FLAT / APARTMENT FOR RENT ONIRU VICTORIA ISLAND LAGOS,Oniru Victoria Island Lagos,"₦ 5,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-4CZJE
4 BEDROOM SEMI DETACHED BUNGALOW HOUSE FOR RENT LADIPO BATEYE STREET IKEJA GRA IKEJA LAGOS,Ladipo Bateye Street Ikeja Gra Ikeja Lagos,"₦ 6,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-semi-detached-bungalow-house-for-rent-ladipo-bateye-street-ikeja-gra-ikeja-lagos-8DMWU
